日期,證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1150306","00645","富邦日本","668028","34638902","51.55","52.05","51.20","51.95","-0.1000","449"
"1150306","00646","元大S&P500","2619071","178627381","68.25","68.30","68.05","68.20","-0.0500","3626"
"1150306","00647L","元大S&P500正2","135226","15521096","114.90","114.95","114.60","114.95","-0.4500","138"
"1150306","00648R","元大S&P500反1","752000","3294120","4.38","4.40","4.37","4.39","0.0200","87"
"1150306","00650L","復華香港正2","3961542","67875729","16.79","17.42","16.76","17.32","0.2800","709"
"1150306","00651R","復華香港反1","403579","2156604","5.41","5.44","5.30","5.32","-0.0500","62"
"1150306","00652","富邦印度","514509","18185045","35.34","35.42","35.22","35.24","-0.0300","539"
"1150306","00653L","富邦印度正2","269331","13665432","50.95","50.95","50.50","50.65","-0.3000","87"
"1150306","00654R","富邦印度反1","71092","474861","6.68","6.68","6.66","6.68","0.0100","9"
"1150306","00655L","國泰中國A50正2","1472141","46227496","31.47","31.68","31.15","31.59","-0.2100","233"
"1150306","00656R","國泰中國A50反1","362023","2302945","6.36","6.39","6.32","6.32","0.0000","18"
"1150306","00657","國泰日經225","169924","11097242","65.15","65.45","64.45","65.45","-0.2000","119"
"1150306","00657K","國泰日經225+U","200","4146","20.73","20.73","20.73","20.73","0.1600","2"
"1150306","00660","元大歐洲50","16271","693858","42.60","42.68","42.51","42.65","-0.1600","95"
"1150306","00661","元大日經225","246099","17589310","71.25","71.85","70.55","71.85","0.0000","382"
"1150306","00662","富邦NASDAQ","1964453","200489896","102.05","102.25","101.90","102.05","0.1500","2073"
"1150306","00663L","國泰臺灣加權正2","8695895","540811730","61.70","63.30","61.15","62.50","0.1500","4988"
"1150306","00664R","國泰臺灣加權反1","15287835","35038581","2.31","2.31","2.27","2.28","0.0000","798"
"1150306","00665L","富邦恒生國企正2","19283505","186370858","9.40","9.84","9.36","9.80","0.2700","2358"
"1150306","00666R","富邦恒生國企反1","240580","2232857","9.38","9.39","9.15","9.19","-0.0900","48"
"1150306","00668","國泰美國道瓊","66543","3708121","55.85","55.85","55.55","55.55","-0.6000","152"
"1150306","00668K","國泰美國道瓊+U","200","3504","17.52","17.52","17.52","17.52","-0.2800","2"
"1150306","00669R","國泰美國道瓊反1","1778133","10216132","5.74","5.76","5.73","5.73","0.0400","152"
"1150306","00670L","富邦NASDAQ正2","949924","147286576","154.85","155.50","154.60","155.25","0.4000","731"
"1150306","00671R","富邦NASDAQ反1","3121835","9011749","2.90","2.90","2.88","2.89","-0.0100","232"
"1150306","00673R","期元大S&P原油反1","15133094","310879272","20.61","20.77","20.30","20.30","-0.7200","3480"
"1150306","00674R","期元大S&P黃金反1","2299196","11196468","4.91","4.91","4.83","4.86","0.0400","90"
"1150306","00675L","富邦臺灣加權正2","2481588","467871797","186.95","191.80","185.45","189.60","0.0500","2711"
"1150306","00676R","富邦臺灣加權反1","6849380","53355401","7.83","7.85","7.72","7.76","-0.0100","463"
"1150306","00678","群益那斯達克生技","240832","8628970","35.96","35.96","35.82","35.94","-0.3400","154"
"1150306","00680L","元大美債20正2","29905717","222618368","7.44","7.46","7.42","7.44","0.0200","1676"
"1150306","00681R","元大美債20反1","24000","491050","20.47","20.47","20.46","20.46","-0.0500","4"
"1150306","00682U","期元大美元指數","20121","409380","20.35","20.35","20.34","20.35","0.0100","9"
"1150306","00683L","期元大美元指正2","77941","1644186","21.10","21.10","21.08","21.09","0.0000","18"
"1150306","00684R","期元大美元指反1","6000","92520","15.42","15.42","15.42","15.42","0.0500","1"
"1150306","00685L","群益臺灣加權正2","765874","129951472","168.30","172.70","166.85","170.75","0.1500","992"
"1150306","00686R","群益臺灣加權反1","6741201","9422730","1.41","1.41","1.38","1.39","-0.0100","152"
"1150306","00688L","國泰20年美債正2","15376793","114213792","7.42","7.45","7.41","7.41","0.0100","353"
"1150306","00689R","國泰20年美債反1","152000","3241100","21.33","21.33","21.30","21.31","0.0100","5"
"1150306","00690","兆豐藍籌30","177716","9260426","52.05","52.40","51.70","52.05","-0.1500","263"
"1150306","00692","富邦公司治理","2176869","146873812","67.50","67.85","67.05","67.55","-0.3000","1732"
"1150306","00693U","期街口S&P黃豆","1377025","30633967","22.16","22.30","22.16","22.24","0.1900","400"
"1150306","00700","富邦恒生國企","5733655","99437636","17.15","17.47","17.02","17.35","0.1400","2397"
"1150306","00701","國泰股利精選30","479350","13943993","28.95","29.20","28.85","29.11","0.0100","568"
"1150306","00702","國泰標普低波高息","112895","2773174","24.65","24.65","24.55","24.57","-0.0800","79"
"1150306","00703","台新MSCI中國","53713","1091217","20.29","20.49","20.26","20.45","0.2000","76"
"1150306","00706L","期元大S&P日圓正2","1786571","35703604","20.03","20.03","19.93","19.93","-0.1900","478"
"1150306","00707R","期元大S&P日圓反1","22000","692660","31.48","31.53","31.48","31.53","0.0000","2"
"1150306","00708L","期元大S&P黃金正2","3691850","440428101","118.15","120.95","117.80","120.15","-2.0500","2593"
"1150306","00709","富邦歐洲","68141","2590331","37.96","38.10","37.95","38.05","-0.0500","222"
"1150306","00710B","復華彭博非投等債","211611","4043924","19.03","19.16","19.03","19.11","0.0000","71"
"1150306","00711B","復華彭博新興債","111089","1836354","16.52","16.61","16.51","16.54","0.0300","79"
"1150306","00712","復華富時不動產","16212894","150557558","9.30","9.31","9.26","9.28","0.0000","3426"
"1150306","00713","元大台灣高息低波","6718370","352495338","52.10","52.70","52.10","52.60","0.0500","4766"
"1150306","00714","群益道瓊美國地產","26346","562071","21.38","21.38","21.30","21.31","-0.0600","85"
"1150306","00715L","期街口布蘭特正2","43157613","1632005675","39.04","39.08","37.10","38.16","0.4000","8660"
"1150306","00717","富邦美國特別股","174981","2649625","15.15","15.16","15.11","15.12","-0.0300","248"
"1150306","00728","第一金工業30","105758","4614747","43.49","43.87","43.41","43.85","0.2400","336"
"1150306","00730","富邦臺灣優質高息","436727","10105315","23.08","23.23","23.01","23.10","0.0200","323"
"1150306","00731","復華富時高息低波","575883","41400765","71.15","72.05","71.15","71.90","0.2500","290"
"1150306","00733","富邦臺灣中小","995910","54732315","53.95","55.90","53.80","54.80","0.1000","1042"
"1150306","00735","國泰臺韓科技","3797391","254903073","67.55","67.75","66.15","67.25","-1.5500","2662"
"1150306","00736","國泰新興市場","116599","3347799","28.44","28.73","28.44","28.73","0.0300","69"
"1150306","00737","國泰AI機器人","96033","3312306","34.55","34.55","34.43","34.50","-0.0500","167"
"1150306","00738U","期元大道瓊白銀","7892829","537730669","67.15","69.00","66.75","68.60","-0.4000","4129"
"1150306","00739","元大MSCI A股","125508","3430240","27.37","27.42","27.25","27.33","-0.1900","208"
"1150306","00752","中信中國50","6070660","145787011","23.40","24.40","23.40","24.28","0.3400","980"
"1150306","00753L","中信中國50正2","15364681","164484632","10.43","10.89","10.40","10.81","0.1700","1991"
"1150306","00757","統一FANG+","3055017","343167952","112.15","112.60","112.10","112.50","1.2000","3579"
"1150306","00762","元大全球AI","376138","31162274","82.40","83.00","82.40","83.00","0.6500","673"
"1150306","00763U","期街口道瓊銅","962559","30557789","31.65","31.92","31.54","31.78","-0.1900","475"
"1150306","00770","國泰北美科技","601976","31378524","51.85","52.20","51.85","52.10","0.2000","576"
"1150306","00771","元大US高息特別股","12378","201548","16.36","16.36","16.22","16.29","0.0200","129"
"1150306","00775B","新光投等債15+","81666","2683413","32.86","32.88","32.86","32.88","0.0400","70"
"1150306","00783","富邦中証500","358937","10347059","28.74","29.08","28.70","28.95","-0.0600","136"
"1150306","00830","國泰費城半導體","4927754","273531616","55.35","55.60","55.30","55.60","-0.0500","6899"
"1150306","00850","元大臺灣ESG永續","716147","45168718","62.80","63.55","62.50","63.20","0.0000","1130"
"1150306","00851","台新全球AI","39841","2297879","57.15","58.10","57.15","57.80","0.6500","115"
"1150306","00852L","國泰美國道瓊正2","963042","29025562","30.24","30.24","30.09","30.16","-0.6800","282"
"1150306","00861","元大全球未來通訊","138346","8978378","65.60","65.60","64.65","65.00","-0.6000","1072"
"1150306","00865B","國泰US短期公債","2701255","129166787","47.76","47.94","47.75","47.79","0.0300","430"
"1150306","00875","國泰網路資安","795569","30554690","38.41","38.48","38.25","38.46","0.7100","292"
"1150306","00876","元大全球5G","301814","18986035","63.15","63.15","62.55","63.15","-0.5500","1001"
"1150306","00878","國泰永續高股息","44091301","985274914","22.28","22.49","22.15","22.39","-0.0100","23903"
"1150306","00881","國泰台灣科技龍頭","13070671","474782820","36.10","36.68","36.02","36.39","0.0000","6481"
"1150306","00882","中信中國高股息","7861639","125810666","15.90","16.05","15.90","16.05","-0.1100","1607"
"1150306","00885","富邦越南","5418886","100076349","18.60","18.60","18.37","18.47","-0.3400","1604"
"1150306","00891","中信關鍵半導體","9818068","233867036","23.66","24.04","23.61","23.85","-0.0600","4030"
"1150306","00892","富邦台灣半導體","1043243","28354680","26.94","27.48","26.78","27.29","0.1700","547"
"1150306","00893","國泰智能電動車","1219966","40852757","33.59","33.59","33.42","33.55","-0.0500","642"
"1150306","00894","中信小資高價30","1603939","52225925","32.30","32.95","32.20","32.69","0.1600","946"
"1150306","00895","富邦未來車","652718","26481179","40.58","40.63","40.50","40.58","-0.3400","691"
"1150306","00896","中信綠能及電動車","3678078","79192817","21.47","21.70","21.35","21.56","0.0200","1458"
"1150306","00897","富邦基因免疫生技","478296","4782692","10.05","10.05","9.98","9.98","-0.1300","326"
"1150306","00898","國泰基因免疫革命","181180","1491926","8.28","8.28","8.21","8.23","-0.0700","265"
"1150306","00899","FT潔淨能源","84942","1961054","23.04","23.10","23.01","23.09","0.0500","419"
"1150306","00900","富邦特選高股息30","10662322","152739242","14.25","14.41","14.22","14.33","-0.0100","2097"
"1150306","00901","永豐智能車供應鏈","248329","7380252","29.62","30.00","29.57","29.70","-0.1100","243"
"1150306","00902","中信電池及儲能","1568666","21897118","14.01","14.02","13.85","14.00","-0.0700","560"
"1150306","00903","富邦元宇宙","83490","1351836","16.20","16.20","16.17","16.19","0.0300","197"
"1150306","00904","新光臺灣半導體30","3052339","86761209","28.38","28.73","28.25","28.36","-0.2000","1281"
"1150306","00905","FT臺灣Smart","950573","18622873","19.56","19.76","19.40","19.61","-0.0300","873"
"1150306","00907","永豐優息存股","444435","6789176","15.09","15.40","15.09","15.31","0.0400","209"
"1150306","00908","富邦入息REITs+","153521","2178148","14.22","14.22","14.17","14.19","-0.0500","108"
"1150306","00909","國泰數位支付服務","1978691","78998872","40.10","40.11","39.78","39.94","-0.2800","2038"
"1150306","00910","第一金太空衛星","1608075","89723100","56.00","56.00","55.35","56.00","-0.9000","3548"
"1150306","00911","兆豐洲際半導體","221593","8115375","36.82","36.82","36.17","36.60","-0.2200","849"
"1150306","00912","中信臺灣智慧50","214068","5252935","24.61","24.75","24.40","24.62","0.0100","238"
"1150306","00913","兆豐台灣晶圓製造","302710","8859224","29.13","29.52","28.99","29.33","-0.0800","286"
"1150306","00915","凱基優選高股息30","5073304","119711569","23.46","23.68","23.41","23.64","0.0400","1253"
"1150306","00916","國泰全球品牌50","198138","5189505","26.17","26.21","26.15","26.20","0.0300","341"
"1150306","00917","中信特選金融","1429841","29926342","21.07","21.07","20.89","20.95","-0.1300","912"
"1150306","00918","大華優利高填息30","15562209","359611462","23.01","23.25","22.89","23.25","0.1500","5808"
"1150306","00919","群益台灣精選高息","140883032","3338880554","23.60","23.82","23.49","23.71","0.0000","44240"
"1150306","00920","富邦ESG綠色電力","658628","13611350","20.61","20.79","20.60","20.71","-0.1300","1171"
"1150306","00921","兆豐龍頭等權重","264198","5021644","18.80","19.14","18.79","19.05","0.1700","265"
"1150306","00922","國泰台灣領袖50","32664839","989438398","30.15","30.50","30.12","30.32","-0.1500","14021"
"1150306","00923","群益台ESG低碳50","3940960","113873683","28.81","29.18","28.69","28.93","-0.0700","2889"
"1150306","00924","復華S&P500成長","2393988","68215672","28.45","28.55","28.44","28.49","0.0300","1891"
"1150306","00926","凱基全球菁英55","993047","23206865","23.41","23.41","23.33","23.38","-0.0500","342"
"1150306","00927","群益半導體收益","7331616","178887435","24.25","24.66","24.25","24.40","-0.1300","2380"
"1150306","00929","復華台灣科技優息","37828872","732339085","19.24","19.51","19.21","19.43","0.0900","5510"
"1150306","00930","永豐ESG低碳高息","802878","14166356","17.60","17.79","17.54","17.69","0.0100","313"
"1150306","00932","兆豐永續高息等權","344549","4948153","14.28","14.45","14.23","14.39","0.0400","250"
"1150306","00934","中信成長高股息","2901503","62653978","21.50","21.79","21.42","21.64","0.0400","893"
"1150306","00935","野村臺灣新科技50","7886793","299011372","37.75","38.27","37.50","37.89","-0.0700","3489"
"1150306","00936","台新永續高息中小","2224292","38534794","17.21","17.41","17.13","17.39","0.1500","594"
"1150306","00938","凱基優選30","1912607","35559117","18.50","18.65","18.50","18.61","-0.0700","220"
"1150306","00939","統一台灣高息動能","3152429","49682873","15.64","15.85","15.63","15.78","-0.0300","1201"
"1150306","00940","元大台灣價值高息","26137323","252850299","9.58","9.72","9.56","9.71","0.0600","4011"
"1150306","00941","中信上游半導體","1584071","34473142","21.83","21.83","21.66","21.80","-0.0700","2008"
"1150306","00943","兆豐電子高息等權","57743","852282","14.69","14.81","14.64","14.81","0.1300","107"
"1150306","00944","野村趨勢動能高息","776324","11713176","14.99","15.15","14.96","15.09","0.0200","334"
"1150306","00945B","凱基美國非投等債","3005841","43640437","14.54","14.55","14.49","14.50","-0.0100","488"
"1150306","00946","群益科技高息成長","4851298","48416354","9.87","10.04","9.86","10.02","0.0800","1137"
"1150306","00947","台新臺灣IC設計","5251354","121169157","23.18","23.44","22.76","22.89","-0.4400","2015"
"1150306","00949","復華日本龍頭","908522","17799485","19.57","19.70","19.46","19.66","0.0000","714"
"1150306","00951","台新日本半導體","2020620","28336288","14.00","14.22","13.82","14.20","0.0400","925"
"1150306","00952","凱基台灣AI50","3353081","42259339","12.49","12.73","12.45","12.63","0.0400","624"
"1150306","00953B","群益優選非投等債","26585539","258236755","9.73","9.74","9.69","9.71","0.0000","5454"
"1150306","00954","中信日本半導體","2258545","33893342","14.97","15.21","14.76","15.17","0.0000","1071"
"1150306","00956","中信日經高股息","358951","4446734","12.40","12.46","12.31","12.42","-0.1200","271"
"1150306","00960","野村全球航運龍頭","1222936","21288937","17.38","17.51","17.31","17.41","-0.3200","701"
"1150306","00961","FT臺灣永續高息","5036846","51471591","10.15","10.29","10.07","10.28","0.1300","775"
"1150306","00962","台新AI優息動能","205355","2249390","10.92","11.04","10.87","11.02","0.0600","188"
"1150306","00963","中信全球高股息","453105","5567810","12.32","12.32","12.26","12.30","-0.0300","281"
"1150306","00964","中信亞太高股息","2612134","35482770","13.58","13.72","13.52","13.71","-0.0300","441"
"1150306","00965","元大航太防衛科技","3354610","88624043","26.45","26.55","26.25","26.40","-0.0500","1644"
"1150306","00971","野村美國研發龍頭","324436","5019426","15.42","15.50","15.42","15.47","0.0500","333"
"1150306","00972","野村日本動能高息","237175","4645285","19.70","19.70","19.50","19.60","-0.1400","84"
"1150306","009800","中信NASDAQ","2708535","29948458","11.03","11.08","11.03","11.05","0.0200","785"
"1150306","009801","中信美國創新科技","1757972","18810008","10.63","10.72","10.63","10.68","0.0500","424"
"1150306","009802","富邦旗艦50","5016129","64887348","12.84","13.05","12.83","12.93","0.0100","667"
"1150306","009803","保德信市值動能50","3069168","48018162","15.60","15.76","15.50","15.66","-0.0300","960"
"1150306","009804","聯邦台精彩50","343062","5815578","16.93","17.07","16.82","16.96","0.0000","212"
"1150306","009805","新光美國電力基建","18436604","270875885","14.74","14.77","14.63","14.66","-0.2000","5890"
"1150306","009808","華南永昌優選50","1097792","24485557","22.20","22.41","22.19","22.33","-0.0200","109"
"1150306","009809","富邦淨零ESG50","754890","9301688","12.22","12.38","12.22","12.35","-0.0400","97"
"1150306","00980A","主動野村臺灣優選","11099452","187454469","16.75","17.06","16.71","16.93","0.0600","2755"
"1150306","009810","保德信全球藍籌","520612","9648145","18.83","18.83","18.49","18.53","-0.0200","87"
"1150306","009811","統一美國50","2164277","24808240","11.44","11.49","11.43","11.44","0.0000","1089"
"1150306","009812","野村日本東證","2019229","23403984","11.55","11.66","11.49","11.61","-0.0800","523"
"1150306","009813","貝萊德標普卓越50","6185060","63459508","10.26","10.31","10.24","10.25","-0.0100","1154"
"1150306","009816","凱基台灣TOP50","230477047","2483379116","10.75","10.85","10.70","10.78","-0.0500","67729"
"1150306","009817","國泰日本不動產","4797678","47311428","9.88","9.91","9.84","9.85","-0.0300","725"
"1150306","00981A","主動統一台股增長","130200715","2561681999","19.43","19.94","19.30","19.78","0.2800","28828"
"1150306","00981T","平衡凱基雙核收息","3782166","42526932","11.27","11.27","11.22","11.23","-0.0400","689"
"1150306","00982A","主動群益台灣強棒","34843875","550291385","15.67","15.95","15.64","15.82","0.0000","7396"
"1150306","00982D","主動富邦動態入息","4029449","41044597","10.20","10.20","10.17","10.19","-0.0200","217"
"1150306","00982T","平衡兆豐台美動能","1971850","22419644","11.31","11.44","11.30","11.37","-0.0400","133"
"1150306","00983A","主動中信ARK創新","3315752","36750218","11.04","11.10","11.04","11.08","0.0100","853"
"1150306","00983D","主動富邦複合收益","1860909","19236352","10.37","10.37","10.31","10.33","-0.0200","238"
"1150306","00984A","主動安聯台灣高息","4183928","51265978","12.14","12.36","12.12","12.29","0.0600","1253"
"1150306","00984D","主動聯博全球非投","3441764","34400818","9.99","10.01","9.98","9.99","0.0000","236"
"1150306","00985A","主動野村台灣50","6537122","104020048","15.80","16.05","15.79","15.95","0.0700","1938"
"1150306","00985B","群益ESG投等債0-5","8620365","89342821","10.36","10.37","10.34","10.35","-0.0100","473"
"1150306","00986A","主動台新龍頭成長","856624","10271929","12.05","12.05","11.97","11.99","-0.1000","249"
"1150306","00987A","主動台新優勢成長","2607103","29341621","11.06","11.40","11.05","11.29","0.1300","558"
"1150306","00988A","主動統一全球創新","19320608","240285097","12.47","12.50","12.30","12.47","-0.2000","5918"
"1150306","00989A","主動摩根美國科技","1384023","19629948","14.15","14.20","14.15","14.17","-0.0300","277"
"1150306","00990A","主動元大AI新經濟","38196405","456705259","11.95","12.02","11.89","11.97","-0.2200","6657"
"1150306","00991A","主動復華未來50","53494615","646465332","12.02","12.26","12.00","12.02","-0.1000","11817"
"1150306","00992A","主動群益科技創新","19467383","238361026","12.12","12.37","12.05","12.28","0.0200","3441"
"1150306","00993A","主動安聯台灣","23746733","242620583","10.11","10.32","10.10","10.25","0.0100","3223"
"1150306","00994A","主動第一金台股優","1557229","17849868","11.30","11.60","11.30","11.48","0.0400","342"
"1150306","00995A","主動中信台灣卓越","9118504","102748552","11.13","11.42","11.06","11.29","0.1100","1575"
"1150306","01001T","土銀富邦R1","13000","154160","11.90","11.90","11.85","11.90","0.0500","4"
"1150306","01002T","土銀國泰R1","43000","621020","14.50","14.50","14.40","14.48","-0.0800","10"
"1150306","01004T","土銀富邦R2","150000","1677300","11.21","11.21","11.18","11.18","-0.0300","31"
"1150306","01007T","兆豐國泰R2","62000","840280","13.61","13.61","13.55","13.58","0.0000","20"
"1150306","01009T","王道圓滿R1","70000","408930","5.81","5.89","5.80","5.87","0.0600","20"
"1150306","01010T","京城樂富R1","52097","523551","10.04","10.05","10.04","10.05","0.0000","10"
"1150306","020000","富邦特選蘋果N","","","","","","","0.0000",""
"1150306","020011","統一微波高息20N","1000","11400","11.40","11.40","11.40","11.40","-0.0900","1"
"1150306","020012","富邦行動通訊N","","","","","","","0.0000",""
"1150306","02001L","富邦蘋果正二N","14000","891200","63.80","63.90","63.50","63.50","-1.4500","13"
"1150306","02001R","富邦蘋果反一N","100000","74000","0.74","0.74","0.74","0.74","0.0100","1"
"1150306","020020","元大台股領航N","5000","89090","17.87","17.91","17.77","17.77","-0.0800","5"
"1150306","020028","元大特選電動車N","2000","29340","14.59","14.75","14.59","14.75","0.2600","2"
"1150306","020029","元大ESG高股息N","7000","73580","10.51","10.52","10.51","10.52","0.0100","3"
"1150306","020030","統一智慧電動車N","15000","164250","10.79","10.98","10.79","10.87","0.0900","4"
"1150306","020031","統一IC設計臺灣N","31000","208750","6.74","6.74","6.70","6.70","0.0100","3"
"1150306","020032","元大綠能N","","","","","","","0.0000",""
"1150306","020034","元大IC設計N","1000","8520","8.52","8.52","8.52","8.52","0.1100","1"
"1150306","020036","元大金融配息N","","","","","","","0.0000",""
"1150306","020037","元大金融高股息N","","","","","","","0.0000",""
"1150306","020038","元大ESG配息N","15000","121600","8.11","8.11","8.10","8.10","-0.0100","2"
"1150306","020039","元大加權N","3000","31760","10.56","10.61","10.56","10.61","-0.0400","3"
"1150306","1101","台泥","19804652","495234086","24.65","25.25","24.55","25.15","0.3500","6381"
"1150306","1101B","台泥乙特","15125","683611","45.25","45.25","45.15","45.25","-0.0500","18"
"1150306","1102","亞泥","6976666","240332043","34.30","34.70","34.15","34.45","0.1500","3042"
"1150306","1103","嘉泥","251635","3449636","13.60","13.85","13.50","13.80","0.2000","498"
"1150306","1104","環泥","656902","19034531","28.85","29.20","28.70","28.90","0.0000","386"
"1150306","1108","幸福","241450","3627775","15.05","15.15","15.00","15.10","0.0500","99"
"1150306","1109","信大","113437","1751017","15.35","15.50","15.30","15.50","0.1500","109"
"1150306","1110","東泥","185284","2934436","15.70","16.05","15.70","16.00","0.2000","135"
"1150306","1201","味全","252312","3613569","14.20","14.40","14.20","14.35","0.1500","332"
"1150306","1203","味王","20832","825208","39.35","39.80","39.35","39.80","0.0500","231"
"1150306","1210","大成","1496544","76326046","50.50","51.50","50.20","51.30","0.9000","1334"
"1150306","1213","大飲","4001","39429","9.85","9.86","9.85","9.86","-0.0400","4"
"1150306","1215","卜蜂","1084201","173619998","157.00","163.50","154.50","163.50","6.0000","2068"
"1150306","1216","統一","9018816","644979782","70.90","72.00","70.60","71.90","0.7000","6211"
"1150306","1217","愛之味","339896","3516308","10.35","10.40","10.25","10.40","0.1000","435"
"1150306","1218","泰山","436041","7883312","17.90","18.20","17.85","18.10","0.2000","300"
"1150306","1219","福壽","151555","2038651","13.40","13.50","13.30","13.50","0.1500","627"
"1150306","1220","台榮","95205","1229086","12.90","12.95","12.85","12.90","0.0000","291"
"1150306","1225","福懋油","508591","16386200","31.10","32.90","30.70","32.80","1.3000","1088"
"1150306","1227","佳格","514364","15197319","29.40","29.75","29.30","29.60","0.1000","486"
"1150306","1229","聯華","4844552","219510278","44.00","46.95","43.65","45.25","1.2500","3741"
"1150306","1231","聯華食","661213","54776145","81.50","84.80","80.50","84.50","2.8000","1111"
"1150306","1232","大統益","65409","9907768","152.00","152.00","151.00","151.50","-0.5000","269"
"1150306","1233","天仁","10030","324521","32.35","32.40","32.30","32.40","-0.2000","26"
"1150306","1234","黑松","80644","2935521","36.30","36.55","36.30","36.45","0.1000","101"
"1150306","1235","興泰","17911","750488","42.35","42.45","41.55","41.65","-1.4500","50"
"1150306","1236","宏亞","101892","2819416","27.95","28.00","27.45","27.75","-0.0500","110"
"1150306","1256","鮮活果汁-KY","60021","10003939","165.50","168.00","165.50","166.50","-2.5000","509"
"1150306","1301","台塑","38820011","1915465020","46.75","50.30","46.75","50.20","2.8000","21743"
"1150306","1303","南亞","82759323","6935918862","81.50","86.20","81.40","82.30","-0.1000","48528"
"1150306","1304","台聚","23980167","310772475","12.10","13.10","12.00","13.10","1.1500","5836"
"1150306","1305","華夏","14481007","190126887","12.10","13.25","12.10","13.25","1.2000","4215"
"1150306","1307","三芳","4790967","169857430","34.15","36.20","33.70","35.25","1.0500","2669"
"1150306","1308","亞聚","13471084","200355312","13.80","15.00","13.75","15.00","1.3500","5628"
"1150306","1309","台達化","11050554","152953997","13.00","13.95","12.90","13.95","1.2500","2319"
"1150306","1310","台苯","10424095","109639498","9.85","10.65","9.85","10.65","0.9500","2515"
"1150306","1312","國喬","29362240","407236634","12.90","14.05","12.90","14.05","1.2500","8401"
"1150306","1312A","國喬特","36000","834850","23.15","23.35","23.00","23.15","0.3500","15"
"1150306","1313","聯成","44374083","587829187","12.40","13.50","12.20","13.50","1.2000","12486"
"1150306","1314","中石化","134119859","1167119698","8.14","8.92","8.10","8.92","0.8100","29348"
"1150306","1315","達新","18352","1167723","63.60","63.80","63.50","63.50","-0.2000","32"
"1150306","1316","上曜","1292874","16994086","13.00","13.25","12.90","13.20","0.2000","711"
"1150306","1319","東陽","1475693","137786234","93.50","94.40","92.80","93.00","-0.5000","1356"
"1150306","1321","大洋","161000","5443200","33.40","34.20","33.35","34.05","0.3500","104"
"1150306","1323","永裕","81541","1516547","18.40","18.70","18.40","18.70","0.0500","54"
"1150306","1324","地球","251076","2684736","10.40","10.90","10.40","10.80","0.3500","257"
"1150306","1325","恆大","215855","5994745","27.60","28.10","27.10","27.90","0.5500","303"
"1150306","1326","台化","46537129","2106079658","43.30","46.00","43.30","46.00","2.1000","23427"
